peaks minus_1 plus_1
chr1:20229591-20231211 27 4
chr1:20248538-20249819 3 11
chr1:20251185-20252570 17 2
chr1:20285003-20286284 3 9
chr1:20305207-20306488 5 12
chr1:20401000-20402281 4 14
chr1:20435206-20436851 9 54
chr1:20436538-20437819 22 1
chr1:20485130-20486411 11 17
chr1:20509505-20510787 12 17
chr1:20511328-20512635 68 23
chr1:20511965-20513246 102 51
chr1:20537174-20538880 82 42
chr1:20591991-20593272 6 11
chr1:20612805-20614086 21 1
chr1:20649100-20650381 35 34
chr1:20701069-20702350 10 6
chr1:20706472-20707957 37 18
chr1:20732727-20734008 4 34
chr1:20746329-20747610 0 21
chr1:20798318-20799599 9 0
chr1:20802494-20803775 16 10
chr1:20810181-20811462 0 12
chr1:20822018-20823590 73 97
chr1:20833907-20835505 11 22
chr1:20901045-20902326 1 25
chr1:20904595-20906428 23 44
chr1:20930620-20931901 7 12
chr1:20986514-20987795 5 0
chr1:20987315-20988596 4 29
chr1:21024497-21025827 27 22
chr1:21040446-21041727 4 0
chr1:21042388-21043669 2 15
chr1:21049328-21050609 18 5
chr1:21059077-21060391 70 77
chr1:21080846-21082127 0 0
chr1:21225579-21226955 14 3
chr1:21325281-21326562 0 0
chr1:21347786-21349379 69 7
chr1:21526546-21527827 0 5
chr1:21546829-21548110 2 3
chr1:21563101-21564382 8 2
chr1:21563591-21564872 25 2
chr1:21564021-21565302 15 7
chr1:21569920-21571201 10 11
chr1:21570628-21571909 9 11
chr1:21583042-21584553 9 24
chr1:21587744-21589175 84 37
chr1:21619176-21620457 22 27
chr1:21619874-21621177 48 28
chr1:21650463-21651968 54 34
chr1:21651171-21652452 53 29
chr1:21670264-21671545 8 17
chr1:21675824-21677105 23 4
chr1:21710194-21711475 16 9
chr1:21739745-21741026 4 18
chr1:21772859-21774140 15 1
chr1:21792370-21793651 0 14
chr1:21794997-21796278 3 0
chr1:21822664-21823945 4 6
chr1:21864103-21865384 26 37
chr1:21893751-21895032 3 47
chr1:21912373-21913654 21 20
chr1:21912876-21914202 41 55
chr1:21920183-21921464 29 21
chr1:21923779-21925060 9 26
chr1:21932140-21933421 3 15
chr1:21939831-21941112 8 10
chr1:21952931-21954212 23 7
chr1:21992747-21994028 10 38
chr1:21996255-21997856 22 17
chr1:22005618-22006899 0 23
chr1:22016303-22017584 0 69
chr1:22056162-22057443 6 7
chr1:22062390-22063671 7 3
chr1:22089289-22090570 0 20
chr1:22141083-22142364 5 6
chr1:22168141-22169422 39 34
chr1:22168687-22169968 50 38
chr1:22169433-22170714 15 56
chr1:22178029-22179871 68 117
chr1:22180494-22181789 33 31
chr1:22204466-22205747 26 14
chr1:22210724-22212005 19 38
chr1:22213981-22215262 34 11
chr1:22236310-22237591 16 2
chr1:22283908-22285189 14 16
chr1:22351035-22352316 22 2
chr1:22480801-22482082 7 13
chr1:22531583-22532864 0 3
chr1:22549423-22550704 0 4
chr1:22611814-22613095 9 7
chr1:22694453-22695734 4 0
chr1:22706130-22707863 47 43
chr1:22777824-22779105 9 9
chr1:22783701-22784982 0 5
chr1:22835044-22836325 16 0
chr1:22851189-22852470 3 2
chr1:22878024-22879305 3 13
chr1:22922901-22924182 12 11
chr1:22927115-22928396 23 9
chr1:22939036-22940317 8 1
chr1:22939773-22941150 27 59
chr1:23057944-23059225 3 6
chr1:23065727-23067008 20 6
chr1:23127824-23129105 38 1
chr1:23139481-23140762 19 16
chr1:23158184-23159718 34 23
chr1:23191052-23192333 19 13
chr1:23234116-23235397 3 23
chr1:23279245-23280526 0 0
chr1:23298377-23299783 18 7
chr1:23301831-23303129 21 1
chr1:23336882-23338213 17 22
chr1:23365898-23367179 28 18
chr1:23366311-23367592 29 19
chr1:23408262-23409543 35 17
chr1:23427869-23429150 0 0
chr1:23429282-23430865 47 32
chr1:23495213-23496494 5 38
chr1:23515174-23516455 5 15
chr1:23519435-23520716 11 0
chr1:23519935-23521216 1 28
chr1:23523398-23524760 30 0
chr1:23580798-23582079 4 2
chr1:23590555-23591836 0 0
chr1:23687979-23689260 29 3
chr1:23695333-23696614 37 30
chr1:23727073-23728354 0 0
chr1:23728241-23729522 31 6
chr1:23757763-23759044 12 18
chr1:23759485-23760766 20 14
chr1:23762565-23764070 35 29
chr1:23830327-23831608 17 4
chr1:23836195-23837476 2 23
chr1:23847037-23848318 15 30
chr1:23847508-23848904 6 15
chr1:23879750-23881031 7 5
chr1:23881897-23883178 3 26
chr1:23884857-23886138 24 69
chr1:23918529-23919810 23 8
chr1:23919298-23920579 10 6
chr1:23999678-24000959 0 29
chr1:24023255-24024736 18 4
chr1:24105687-24107029 52 25
chr1:24119996-24121474 3 14
chr1:24151062-24152541 25 28
chr1:24168949-24170230 0 12
chr1:24181365-24182646 2 19
chr1:24191446-24192909 49 37
chr1:24192124-24193405 6 6
chr1:24243079-24244360 9 1
chr1:24250352-24251633 0 12
chr1:24286223-24287861 59 19
chr1:24306210-24307491 35 11
chr1:24306635-24307930 28 11
chr1:24400872-24402153 1 7
chr1:24410599-24411880 13 5
chr1:24415716-24416997 14 6
chr1:24418607-24419888 7 9
chr1:24421203-24422484 16 48
chr1:24421646-24422927 7 34
chr1:24433874-24435643 88 36
chr1:24483638-24484919 29 4
chr1:24487969-24489250 32 4
chr1:24488376-24489657 31 1
chr1:24562162-24563443 22 17
chr1:24600335-24601616 15 16
chr1:24621121-24622402 6 9
chr1:24644709-24645990 10 50
chr1:24645114-24646395 10 53
chr1:24648122-24649565 38 43
chr1:24679962-24681243 0 14
chr1:24691252-24692566 106 88
chr1:24694820-24696101 0 2
chr1:24698606-24699887 8 18
chr1:24699228-24700509 30 13
chr1:24717185-24718466 4 27
chr1:24742909-24744190 7 2
chr1:24745168-24746451 15 6
chr1:24750698-24751979 4 9
chr1:24979080-24980361 0 24
chr1:24979863-24981144 0 0
chr1:24995386-24996667 10 18
chr1:24997717-24998998 0 5
chr1:25004536-25005839 1 10
chr1:25041061-25042534 46 42
chr1:25192628-25194007 37 42
chr1:25194468-25195749 26 5
chr1:25237869-25239150 17 1
chr1:25238294-25239722 26 5
chr1:25240221-25241502 23 28
chr1:25253948-25255418 45 18
chr1:25281185-25282831 28 31
chr1:25285079-25286360 26 4
chr1:25292720-25294047 11 33
chr1:25298179-25299460 20 0
chr1:25317750-25319031 4 19
chr1:25318139-25319420 5 16
chr1:25319417-25320698 6 14
chr1:25348853-25350157 45 9
chr1:25360057-25361338 18 10
chr1:25416946-25418311 91 74
chr1:25433310-25434591 27 7
chr1:25521320-25522601 10 12
chr1:25525206-25526487 7 13
chr1:25527283-25528564 9 12
chr1:25545014-25546295 13 24
chr1:25557986-25559592 29 44
chr1:25572416-25573697 18 31
chr1:25573059-25574465 31 93
chr1:25589309-25590590 0 2
chr1:25610544-25611825 22 0
chr1:25611111-25612392 18 1
chr1:25677931-25679212 2 0
chr1:25711548-25712829 1 15
chr1:25810021-25811302 4 1
chr1:25832816-25834097 21 10
chr1:25880260-25881541 13 0
chr1:25888515-25889796 23 2
chr1:25888973-25890254 21 3
chr1:25894653-25896374 47 61
chr1:25994368-25995649 1 0
chr1:25997023-25998304 1 35
chr1:25997437-25998718 1 2
chr1:26012321-26013602 8 13
chr1:26033824-26035105 13 0
chr1:26034330-26035611 7 0
chr1:26048102-26049383 4 0
chr1:26065682-26067078 25 54
chr1:26074847-26076128 1 9
chr1:26104014-26105295 6 5
chr1:26140426-26141707 2 29
chr1:26145577-26146858 23 2
chr1:26213423-26214704 12 6
chr1:26216191-26217930 159 93
chr1:26226811-26228141 43 19
chr1:26227399-26228680 70 44
chr1:26284455-26285736 15 34
chr1:26323399-26324691 20 17
chr1:26347397-26348678 0 7
chr1:26386583-26387864 12 7
chr1:26392874-26394481 18 3
chr1:26399840-26401121 24 29
chr1:26495770-26497051 38 5
chr1:26497118-26498399 15 11
chr1:26508206-26509487 7 24
chr1:26508621-26509902 15 23
chr1:26514637-26515918 19 12
chr1:26515398-26516679 0 30
chr1:26524230-26525511 5 39
chr1:26551020-26552301 0 3
chr1:26602397-26603964 39 19
chr1:26610452-26612067 88 67
chr1:26622863-26624144 41 10
chr1:26626785-26628066 10 17
chr1:26628992-26630457 18 21
chr1:26662740-26664403 41 65
chr1:26665211-26666492 1 21
chr1:26678010-26679291 17 5
chr1:26686072-26687353 18 20
chr1:26797755-26799036 7 29
chr1:26799040-26800321 55 2
chr1:26813151-26814432 8 2
chr1:26850534-26851815 5 2
chr1:26874408-26875689 0 22
chr1:26908829-26910110 23 37
chr1:26946857-26948173 4 17
chr1:27012948-27014229 0 0
chr1:27017860-27019141 1 0
chr1:27020598-27021879 7 2
chr1:27023326-27024641 80 10
chr1:27070280-27071561 11 11
chr1:27097727-27099008 39 11
chr1:27098577-27100143 28 54
chr1:27105144-27106425 2 6
chr1:27109186-27110467 2 13
chr1:27114022-27115303 23 16
chr1:27159294-27160575 8 20
chr1:27159790-27161071 12 39
chr1:27175219-27176581 375 137
chr1:27188695-27189976 32 24
chr1:27198418-27199699 33 34
chr1:27215120-27216401 49 10
chr1:27223459-27224740 15 14
chr1:27226012-27227365 24 19
chr1:27247140-27248421 14 26
chr1:27271434-27273094 53 65
chr1:27286865-27288146 0 32
chr1:27316720-27318088 35 24
chr1:27325168-27326559 62 14
chr1:27337104-27338461 38 17
chr1:27338151-27339432 10 13
chr1:27370838-27372119 4 1
chr1:27386630-27387911 2 5
chr1:27431381-27433000 48 87
chr1:27441156-27442437 1 22
chr1:27518604-27519961 42 22
chr1:27631669-27632950 9 11
chr1:27675161-27676442 0 13
chr1:27682279-27683560 20 13
chr1:27683307-27684588 0 35
chr1:27686395-27687676 4 33
chr1:27686854-27688135 8 66
chr1:27687256-27688537 4 40
chr1:27689910-27691191 2 13
chr1:27743868-27745149 8 0
chr1:27744328-27745609 32 1
chr1:27754341-27755622 15 0
chr1:27816084-27817365 15 0
chr1:27865625-27866906 9 12
chr1:27873948-27875229 37 12
chr1:27897657-27898938 35 13
chr1:27940662-27941943 7 19
chr1:27941225-27942506 29 1
chr1:27985480-27986761 5 26
chr1:27990609-27991890 0 29
chr1:28012645-28013926 37 0
chr1:28039295-28040576 3 41
chr1:28052905-28054186 4 6
chr1:28085754-28087035 14 0
chr1:28208272-28210114 31 49
chr1:28211209-28212707 22 64
chr1:28223942-28225223 0 32
chr1:28270369-28271650 6 3
chr1:28292077-28293358 12 1
chr1:28300169-28301450 0 29
chr1:28337955-28339236 2 0
chr1:28365532-28366813 0 1
chr1:28438714-28440176 36 9
chr1:28562289-28563910 13 20
chr1:28831925-28833206 11 37
chr1:28907618-28908899 18 55
chr1:28919551-28920832 5 21
chr1:29062477-29063758 40 19
chr1:29197774-29199055 16 3
chr1:29212934-29214215 25 55
chr1:29328633-29329914 30 1
chr1:29388770-29390051 0 0
chr1:29443097-29444444 7 2
chr1:29448678-29450059 18 46
chr1:29460757-29462038 22 3
chr1:29486143-29487424 1 2
chr1:29506305-29507586 1 17
chr1:29507119-29508400 0 0
chr1:29545679-29546960 2 1
chr1:29549046-29550327 1 15
chr1:29549972-29551253 11 11
chr1:29584692-29585973 24 34
chr1:29639301-29640582 3 0
chr1:29675760-29677041 5 12
chr1:29702583-29703864 1 16
chr1:29724487-29725768 19 9
chr1:29825209-29826490 2 1
chr1:29827977-29829258 6 33
chr1:30036226-30037576 7 27
chr1:30042342-30044005 115 153
chr1:30160968-30162261 52 68
chr1:30163260-30164882 28 38
chr1:30181677-30183322 84 27
chr1:30204837-30206118 2 2
chr1:30261781-30263062 36 3
chr1:30264517-30265798 0 0
chr1:30349337-30350618 1 7
chr1:30408324-30409605 12 3
chr1:30427154-30428435 0 1
chr1:30446660-30448040 36 38
chr1:30556208-30557574 62 8
chr1:30607223-30608504 8 63
chr1:30675971-30677252 30 3
chr1:30702317-30703692 42 9
chr1:30758212-30759558 43 18
chr1:30777193-30778474 1 49
chr1:30793205-30794486 35 26
chr1:30827932-30829213 0 17
chr1:30856741-30858022 4 6
chr1:30871129-30872410 20 7
chr1:30889652-30890941 29 12
chr1:30965767-30967163 32 0
chr1:30970256-30971537 0 0
chr1:31000085-31001369 46 4
chr1:31048816-31050097 5 31
chr1:31052843-31054124 0 4
chr1:31088400-31089681 0 0
chr1:31090669-31091961 132 86
chr1:31118292-31119573 14 25
chr1:31134350-31135631 9 34
chr1:31219062-31220343 5 0
chr1:31220505-31221831 26 10
chr1:31229863-31231144 11 21
chr1:31254443-31255724 6 27
chr1:31333544-31334825 9 1
chr1:31346113-31347394 14 5
chr1:31374263-31375946 50 28
chr1:31438455-31439736 0 4
chr1:31445374-31446655 21 0
chr1:31642939-31644220 41 14
chr1:31701878-31703159 5 13
chr1:31717582-31718863 9 6
chr1:31769133-31770414 24 63
chr1:31898671-31900005 53 26
chr1:31921388-31922669 9 20
chr1:31925856-31927137 19 14
chr1:31933571-31934852 0 0
chr1:31943379-31944701 31 49
chr1:31948928-31950558 11 3
chr1:31951037-31952318 0 8
chr1:31972748-31974077 21 4
chr1:31979759-31981040 2 26
chr1:32035285-32036566 6 21
chr1:32038568-32039849 14 3
chr1:32040402-32042040 103 89
chr1:32041261-32042542 24 21
chr1:32048628-32049909 5 7
chr1:32086674-32087955 15 16
chr1:32109564-32111007 47 45
chr1:32132342-32133623 21 13
chr1:32145267-32146649 34 11
chr1:32155756-32157037 43 10
chr1:32193096-32194377 31 0
chr1:32204444-32205725 14 7
chr1:32219009-32220290 16 15
chr1:32220513-32221794 2 29
chr1:32225386-32226667 28 3
chr1:32226160-32227441 10 14
chr1:32263802-32265403 44 62
chr1:32280751-32282032 7 0
chr1:32396823-32398104 1 27
chr1:32409456-32410931 62 26
chr1:32442526-32443807 7 9
chr1:32478482-32479763 31 0
chr1:32510887-32512168 8 1
chr1:32528287-32529568 0 33
chr1:32530112-32531393 11 31
chr1:32644550-32645831 0 3
chr1:32659853-32661134 31 21
chr1:32681212-32682609 29 11
chr1:32687140-32688674 72 15
chr1:32740628-32742200 46 10
chr1:32744785-32746066 4 2
chr1:32797611-32798892 9 5
chr1:32807826-32809107 7 12
chr1:32816671-32817952 17 15
chr1:32859505-32860786 15 51
chr1:32890964-32892245 15 30
chr1:32891383-32892998 21 44
chr1:32914084-32915365 3 3
chr1:33036702-33037983 0 10
chr1:33058508-33059789 0 6
chr1:33122638-33123919 2 3
chr1:33190201-33191544 50 11
chr1:33195030-33196359 16 28
chr1:33214288-33215569 12 9
chr1:33224365-33225646 15 2
chr1:33225189-33226470 14 13
chr1:33262585-33263866 0 24
chr1:33282325-33283648 33 36
chr1:33294578-33296135 8 10
chr1:33333288-33334569 7 27
chr1:33337103-33338384 2 3
chr1:33346958-33348239 8 4
chr1:33359794-33361075 8 4
chr1:33445796-33447077 14 20
chr1:33523125-33524406 4 2
chr1:33532895-33534176 1 13
chr1:33545905-33547186 7 38
chr1:33546459-33547740 23 36
chr1:33565424-33566705 5 0
chr1:33592193-33593527 13 32
chr1:33592701-33593982 26 46
chr1:33635668-33636949 4 0
chr1:33660029-33661310 0 14
chr1:33885649-33886930 2 13
chr1:33886185-33887466 4 26
chr1:33898416-33900215 34 28
chr1:33916019-33917300 0 23
chr1:33937471-33938752 7 32
chr1:33967787-33969068 7 1
chr1:34002405-34003686 2 31
chr1:34013978-34015259 0 8
chr1:34071151-34072432 3 8
chr1:34076285-34077566 9 1
chr1:34174882-34176163 3 0
chr1:34326935-34328216 4 4
chr1:34343928-34345209 10 1
chr1:34350469-34351750 0 33
chr1:34407352-34408633 25 5
chr1:34419607-34420888 6 7
chr1:34420140-34421421 12 10
chr1:34456293-34457574 2 0
chr1:34462872-34464153 11 0
chr1:34630803-34632084 1 11
chr1:34631402-34632683 11 27
chr1:34643241-34644522 5 6
chr1:34665299-34666581 29 7
chr1:34666680-34667961 0 16
chr1:34667466-34668747 34 3
chr1:34705446-34706727 4 1
chr1:34715813-34717094 22 1
chr1:34716489-34717770 24 11
chr1:34789548-34790829 9 8
chr1:34789958-34791371 26 15
chr1:34841836-34843117 1 0
chr1:34873986-34875267 3 39
chr1:34909924-34911205 4 25
chr1:35061803-35063084 23 3
chr1:35115073-35116354 11 22
chr1:35115515-35116796 16 40
chr1:35147988-35149269 30 11
chr1:35180987-35182268 11 25
chr1:35183298-35184626 34 16
chr1:35197838-35199119 9 18
chr1:35220068-35221597 22 2
chr1:35228565-35230105 48 112
chr1:35246516-35247797 3 7
chr1:35258963-35260572 42 31
chr1:35262677-35263958 1 4
chr1:35324983-35326372 31 29
chr1:35355563-35356844 34 1
chr1:35373540-35374821 3 6
chr1:35377505-35378786 3 8
chr1:35399311-35400592 1 10
chr1:35450360-35451641 2 4
chr1:35483804-35485085 1 3
chr1:35495883-35497164 21 24
chr1:35523181-35524521 19 7
chr1:35608280-35609561 20 45
chr1:35656257-35657538 40 7
chr1:35656969-35658490 38 9
chr1:35863871-35865152 3 2
chr1:35907247-35908528 26 5
chr1:35913509-35914790 5 0
chr1:35919744-35921025 11 0
chr1:35924109-35925390 0 0
chr1:35943347-35944628 1 0
chr1:35952672-35953953 6 29
chr1:35971672-35972953 1 14
chr1:36201738-36203019 14 1
chr1:36203683-36204964 6 9
chr1:36212997-36214278 11 0
chr1:36214749-36216030 1 4
chr1:36225470-36226751 0 12
chr1:36229700-36230981 0 0
chr1:36290738-36292019 8 15
chr1:36291181-36292462 1 4
chr1:36335287-36336568 3 1
chr1:36358636-36359917 3 14
chr1:36359208-36360489 7 10
chr1:36359639-36360920 17 7
chr1:36384191-36385472 3 40
chr1:36434715-36435996 12 5
chr1:36473296-36474579 30 4
chr1:36473823-36475104 16 0
chr1:36499765-36501046 13 10
chr1:36545967-36547248 41 8
chr1:36553621-36554902 26 17
chr1:36574078-36575359 18 23
chr1:36622548-36623829 10 11
chr1:36626922-36628203 9 1
chr1:36638146-36639505 34 24
chr1:36662612-36663893 10 32
chr1:36689272-36690553 31 3
chr1:36724094-36725375 10 7
chr1:36755790-36757239 10 4
chr1:36765910-36767191 10 8
chr1:36772011-36773292 7 61
chr1:36786047-36787328 20 13
chr1:36786700-36787981 2 53
chr1:36805314-36806666 24 0
chr1:36815547-36817389 71 37
chr1:36838893-36840588 176 128
chr1:36851490-36852854 101 34
chr1:36883109-36884390 11 10
chr1:36929338-36930698 45 38
chr1:36933482-36934763 22 1
chr1:36936836-36938330 9 32
chr1:36988597-36989878 20 9
chr1:37030385-37032045 3 31
chr1:37043811-37045092 16 11
chr1:37077388-37078669 5 35
chr1:37156578-37157908 34 16
chr1:37174330-37175611 6 24
chr1:37182346-37183627 9 3
chr1:37195500-37196781 7 2
chr1:37204500-37205781 5 20
chr1:37218221-37219558 11 15
chr1:37219051-37220332 11 9
chr1:37267186-37268737 30 37
chr1:37307847-37309128 0 15
chr1:37314717-37315998 6 9
chr1:37315316-37316597 14 37
chr1:37348595-37350074 22 12
chr1:37456532-37457813 0 6
chr1:37578852-37580133 13 17
chr1:37639242-37640523 21 0
chr1:37698381-37699662 16 10
chr1:37772913-37774237 33 37
chr1:37884494-37885775 8 34
chr1:37901062-37902343 21 19
chr1:37916391-37917672 12 37
chr1:37917022-37918325 56 14
chr1:37920146-37921581 8 1
chr1:37944741-37946118 187 94
chr1:37946770-37948051 19 2
chr1:37947448-37948729 9 11
chr1:37971494-37972775 0 0
chr1:37983877-37985228 30 50
chr1:37998894-38000175 2 3
chr1:37999659-38000940 12 18
chr1:38005155-38006436 6 2
chr1:38041670-38043075 28 29
chr1:38065236-38066517 1 9
chr1:38092893-38094174 0 12
chr1:38148486-38149767 17 14
chr1:38149148-38150429 1 9
chr1:38154995-38156276 36 18
chr1:38184601-38185882 15 9
chr1:38187301-38188582 15 6
chr1:38200297-38201578 0 24
chr1:38231026-38232307 5 26
chr1:38265014-38266295 7 9
chr1:38268824-38270105 6 61
chr1:38269222-38270503 6 65
chr1:38273826-38275152 12 3
chr1:38305037-38306318 17 15
chr1:38330794-38332140 63 22
chr1:38391036-38392317 0 0
chr1:38434151-38435432 6 11
chr1:38462744-38464025 9 1
chr1:38464115-38465396 77 29
chr1:38464689-38465996 53 7
chr1:38482028-38483309 0 9
chr1:38482462-38483743 20 21
chr1:38488542-38489823 15 4
chr1:38495346-38496627 34 26
chr1:38495740-38497021 16 12
chr1:38529459-38530740 37 27
chr1:38530082-38531363 22 32
chr1:38548082-38549363 37 15
chr1:38562728-38564009 5 12
chr1:38606513-38607947 1 23
chr1:38694856-38696137 6 1
chr1:38701159-38702440 23 12
chr1:38807065-38808346 0 7
chr1:38817786-38819067 1 4
chr1:38820586-38821867 12 3
chr1:38866187-38867468 0 20
chr1:38883972-38885253 18 2
chr1:38982968-38984249 24 17
chr1:38992987-38994268 6 16
chr1:39006310-39007591 11 5
chr1:39024861-39026142 3 17
chr1:39061608-39062889 4 2
chr1:39073873-39075154 6 39
chr1:39144660-39145941 23 0
chr1:39186418-39187699 7 33
chr1:39187145-39188426 7 10
chr1:39195009-39196290 0 36
chr1:39199666-39200947 4 0
chr1:39210243-39211524 0 0
chr1:39211006-39212287 2 24
chr1:39248642-39249923 2 9
chr1:39383993-39385274 3 5
chr1:39456408-39457689 7 16
chr1:39456917-39458210 23 16
chr1:39469370-39470901 18 2
chr1:39491279-39492560 24 5
chr1:39568078-39569565 27 35
chr1:39648887-39650353 67 60
chr1:39733930-39735211 1 12
chr1:39750249-39751530 6 0
chr1:39775821-39777102 7 0
chr1:39796919-39798200 4 1
chr1:39812097-39813382 13 23
chr1:39826620-39827901 18 26
chr1:39879411-39880692 1 12
chr1:39900611-39901892 0 2
chr1:39907711-39909031 18 34
chr1:39958947-39960228 0 5
chr1:40032932-40034213 10 16
chr1:40040221-40041502 16 14
chr1:40075943-40077224 18 35
chr1:40091132-40092413 2 26
chr1:40096768-40098049 0 4
chr1:40147686-40148967 7 3
chr1:40148446-40149727 5 7
chr1:40209809-40211090 17 4
chr1:40243297-40244902 56 11
chr1:40282250-40283531 5 38
chr1:40425205-40426486 30 48
chr1:40480073-40481522 35 58
chr1:40488874-40490155 30 8
chr1:40505148-40506429 72 33
chr1:40505575-40506907 74 44
chr1:40524929-40526210 1 3
chr1:40531919-40533615 25 34
chr1:40532739-40534020 29 9
chr1:40535513-40537175 17 32
chr1:40550980-40552261 1 20
chr1:40687132-40688413 0 28
chr1:40691825-40693106 6 9
chr1:40722485-40723766 15 4
chr1:40723023-40724304 15 13
chr1:40777792-40779447 39 14
chr1:40838400-40839681 0 38
chr1:40874047-40875328 0 1
chr1:40878074-40879679 1 45
chr1:40915907-40917349 353 295
chr1:40922462-40923743 8 1
chr1:40937927-40939208 0 28
chr1:40942485-40943766 7 33
chr1:40996635-40997916 16 21
chr1:41093582-41094863 12 13
chr1:41094214-41095495 31 15
chr1:41100982-41102298 20 11
chr1:41134480-41135761 0 28
chr1:41176468-41177749 6 12
chr1:41189919-41191200 0 5
chr1:41235029-41236310 12 19
chr1:41246332-41247613 14 17
chr1:41283379-41284660 6 32
chr1:41295812-41297093 19 6
chr1:41303324-41304605 13 32
chr1:41313218-41314499 0 33
chr1:41340858-41342214 101 110
chr1:41345039-41346320 4 0
chr1:41362084-41363365 0 2
chr1:41363371-41364652 12 18
chr1:41364094-41365582 39 28
chr1:41373894-41375175 9 0
chr1:41430903-41432184 24 1
chr1:41453363-41454644 0 35
chr1:41472337-41473826 55 25
chr1:41473331-41474612 2 5
chr1:41474692-41475973 21 22
chr1:41486005-41487286 27 4
chr1:41510959-41512240 3 11
chr1:41574772-41576053 2 2
chr1:41617339-41618620 4 0
chr1:41654529-41655810 22 2
chr1:41697689-41698970 20 3
chr1:41716619-41717900 1 0
chr1:41732908-41734189 7 43
chr1:41770912-41772447 1 31
chr1:41787991-41789272 4 2
chr1:41877772-41879053 10 20
chr1:41925857-41927138 3 19
chr1:41946853-41948134 54 23
chr1:41947421-41948806 17 28
chr1:41950976-41952716 55 36
chr1:41958189-41959589 26 57
chr1:41961421-41962798 71 20
chr1:41970442-41971723 2 1
chr1:42008653-42009934 3 16
